iter	Passed	Remaining
1663	111926	89864
1664	112008	89808
1665	112088	89751
1666	112149	89679
1667	112217	89612
1668	112286	89546
1669	112360	89484
1670	112436	89424
1671	112502	89355
1672	112576	89293
1673	112646	89228
1674	112738	89180
1675	112808	89116
1676	112877	89050
1677	112940	88979
1678	113019	88920
1679	113101	88865
1680	113168	88797
1681	113243	88736
1682	113315	88673
1683	113384	88606
1684	113450	88538
1685	113519	88472
1686	113587	88405
1687	113653	88337
1688	113720	88269
1689	113793	88207
1690	113868	88145
1691	113940	88082
1692	114021	88025
1693	114092	87960
1694	114174	87903
1695	114239	87835
1696	114301	87763
1697	114371	87698
1698	114433	87626
1699	114510	87566
1700	114578	87500
1701	114637	87426
1702	114700	87355
1703	114761	87283
1704	114823	87212
1705	114890	87144
1706	114969	87086
1707	115039	87020
1708	115108	86954
1709	115178	86888
1710	115247	86823
1711	115314	86755
1712	115381	86687
1713	115448	86619
1714	115511	86549
1715	115575	86479
1716	115643	86412
1717	115708	86343
1718	115776	86276
1719	115837	86204
1720	115901	86134
1721	115969	86067
1722	116042	86004
1723	116110	85937
1724	116179	85871
1725	116252	85808
1726	116342	85758
1727	116411	85692
1728	116477	85623
1729	116549	85559
1730	116615	85490
1731	116689	85428
1732	116752	85357
1733	116821	85291
1734	116886	85222
1735	116946	85149
1736	117010	85080
1737	117075	85011
1738	117139	84941
1739	117210	84876
1740	117280	84811
1741	117354	84748
1742	117424	84683
1743	117491	84615
1744	117555	84545
1745	117630	84483
1746	117701	84418
1747	117770	84352
1748	117836	84284
1749	117904	84217
1750	117969	84148
1751	118034	84079
1752	118097	84009
1753	118164	83941
1754	118226	83869
1755	118291	83801
1756	118356	83731
1757	118425	83666
1758	118507	83609
1759	118572	83539
1760	118650	83479
1761	118717	83412
1762	118785	83345
1763	118854	83278
1764	118912	83205
1765	118968	83129
1766	119035	83062
1767	119105	82996
1768	119170	82927
1769	119248	82867
1770	119305	82793
1771	119375	82727
1772	119437	82656
1773	119501	82586
1774	119562	82514
1775	119631	82448
1776	119698	82381
1777	119772	82318
1778	119841	82251
1779	119902	82180
1780	119981	82120
1781	120048	82053
1782	120118	81987
1783	120182	81918
1784	120251	81851
1785	120312	81780
1786	120383	81715
1787	120450	81647
1788	120510	81575
1789	120571	81503
1790	120652	81445
1791	120714	81374
1792	120782	81307
1793	120847	81238
1794	120913	81170
1795	120978	81101
1796	121045	81033
1797	121112	80966
1798	121187	80903
1799	121254	80836
1800	121325	80771
1801	121408	80714
1802	121473	80645
1803	121545	80581
1804	121609	80511
1805	121678	80445
1806	121749	80379
1807	121818	80313
1808	121884	80245
1809	121951	80177
1810	122009	80104
1811	122071	80033
1812	122138	79965
1813	122206	79899
1814	122271	79830
1815	122340	79763
1816	122413	79699
1817	122482	79633
1818	122547	79564
1819	122611	79495
1820	122672	79423
1821	122747	79361
1822	122837	79308
1823	122900	79238
1824	122970	79172
1825	123048	79112
1826	123117	79045
1827	123180	78975
1828	123240	78903
1829	123305	78834
1830	123372	78767
1831	123432	78694
1832	123476	78612
1833	123558	78554
1834	123615	78480
1835	123687	78415
1836	123756	78349
1837	123825	78283
1838	123899	78220
1839	123971	78155
1840	124047	78093
1841	124109	78023
1842	124173	77953
1843	124235	77882
1844	124306	77817
1845	124384	77757
1846	124455	77691
1847	124515	77620
1848	124573	77546
1849	124636	77476
1850	124703	77409
1851	124763	77337
1852	124827	77267
1853	124895	77201
1854	124968	77136
1855	125039	77071
1856	125104	77002
1857	125174	76937
1858	125241	76869
1859	125302	76798
1860	125378	76736
1861	125444	76668
1862	125516	76603
1863	125580	76534
1864	125646	76465
1865	125713	76397
1866	125771	76325
1867	125841	76259
1868	125908	76191
1869	125971	76121
1870	126033	76051
1871	126109	75988
1872	126183	75925
1873	126247	75856
1874	126305	75783
1875	126373	75716
1876	126433	75644
1877	126524	75591
1878	126585	75519
1879	126649	75450
1880	126715	75382
1881	126763	75303
1882	126833	75237
1883	126901	75170
1884	126973	75106
1885	127044	75041
1886	127111	74973
1887	127198	74917
1888	127273	74854
1889	127344	74789
1890	127410	74721
1891	127477	74653
1892	127561	74596
1893	127637	74534
1894	127703	74465
1895	127774	74400
1896	127846	74335
1897	127916	74269
1898	127993	74208
1899	128071	74146
1900	128136	74078
1901	128204	74010
1902	128277	73946
1903	128369	73893
1904	128440	73827
1905	128504	73758
1906	128582	73697
1907	128654	73632
1908	128728	73568
1909	128794	73500
1910	128864	73434
1911	128942	73373
1912	129012	73307
1913	129092	73246
1914	129161	73180
1915	129237	73117
1916	129318	73058
1917	129405	73001
1918	129481	72938
1919	129562	72878
1920	129629	72811
1921	129694	72742
1922	129755	72671
1923	129851	72619
1924	129936	72562
1925	130014	72500
1926	130081	72432
1927	130152	72366
1928	130256	72319
1929	130335	72258
1930	130405	72192
1931	130477	72127
1932	130547	72061
1933	130620	71996
1934	130685	71927
1935	130746	71856
1936	130811	71787
1937	130890	71726
1938	130963	71662
1939	131043	71601
1940	131122	71539
1941	131194	71474
1942	131278	71416
1943	131346	71348
1944	131432	71290
1945	131525	71237
1946	131600	71173
1947	131674	71109
1948	131753	71048
1949	131829	70985
1950	131897	70917
1951	131966	70851
1952	132036	70784
1953	132117	70724
1954	132189	70658
1955	132263	70594
1956	132337	70530
1957	132405	70463
1958	132461	70389
1959	132532	70323
1960	132599	70255
1961	132667	70188
1962	132739	70122
1963	132814	70059
1964	132885	69993
1965	132951	69924
1966	133034	69865
1967	133115	69804
1968	133183	69736
1969	133251	69669
1970	133327	69606
1971	133409	69545
1972	133480	69480
1973	133553	69415
1974	133621	69347
1975	133706	69289
1976	133780	69225
1977	133867	69166
1978	133941	69102
1979	134015	69038
1980	134087	68973
1981	134154	68905
1982	134220	68836
1983	134289	68768
1984	134362	68704
1985	134434	68638
1986	134501	68570
1987	134568	68502
1988	134639	68436
1989	134708	68369
1990	134769	68298
1991	134833	68228
1992	134902	68161
1993	134979	68099
1994	135050	68033
1995	135119	67965
1996	135189	67899
1997	135262	67834
1998	135341	67772
1999	135413	67706
2000	135474	67635
2001	135571	67582
2002	135640	67515
2003	135701	67444
2004	135769	67376
2005	135852	67316
2006	135920	67249
2007	135991	67182
2008	136060	67115
2009	136131	67049
2010	136203	66984
2011	136276	66919
2012	136350	66854
2013	136421	66788
2014	136498	66725
2015	136565	66657
2016	136632	66589
2017	136704	66523
2018	136775	66456
2019	136845	66390
2020	136913	66322
2021	136989	66258
2022	137067	66196
2023	137134	66127
2024	137201	66059
2025	137266	65991
2026	137327	65919
2027	137391	65850
2028	137456	65781
2029	137525	65714
2030	137583	65641
2031	137653	65575
2032	137730	65511
2033	137796	65443
2034	137868	65377
2035	137941	65312
2036	138018	65248
2037	138088	65182
2038	138157	65115
2039	138230	65049
2040	138304	64984
2041	138369	64915
2042	138432	64845
2043	138500	64777
2044	138568	64710
2045	138631	64640
2046	138689	64568
2047	138789	64515
2048	138855	64447
2049	138924	64379
2050	138993	64312
2051	139059	64243
2052	139126	64175
2053	139189	64105
2054	139257	64038
2055	139323	63969
2056	139392	63902
2057	139467	63837
2058	139541	63772
2059	139606	63704
2060	139673	63635
2061	139748	63571
2062	139814	63502
2063	139880	63434
2064	139943	63364
2065	140010	63295
2066	140079	63228
2067	140186	63178
2068	140266	63116
2069	140334	63048
2070	140396	62978
2071	140452	62905
2072	140515	62835
2073	140582	62767
2074	140651	62700
2075	140718	62632
2076	140797	62569
2077	140867	62502
2078	140932	62433
2079	140998	62364
2080	141062	62295
2081	141124	62224
2082	141186	62154
2083	141251	62085
2084	141317	62016
2085	141381	61947
2086	141442	61876
2087	141515	61811
2088	141576	61740
2089	141636	61669
2090	141706	61602
2091	141776	61535
2092	141843	61467
2093	141907	61398
2094	141975	61330
2095	142044	61263
2096	142111	61195
2097	142167	61122
2098	142244	61058
2099	142307	60988
2100	142397	60930
2101	142457	60859
2102	142520	60789
2103	142587	60721
2104	142650	60651
2105	142730	60589
2106	142798	60521
2107	142865	60453
2108	142928	60383
2109	142999	60317
2110	143065	60248
2111	143136	60182
2112	143202	60113
2113	143270	60045
2114	143336	59977
2115	143405	59910
2116	143468	59840
2117	143530	59770
2118	143596	59701
2119	143673	59638
2120	143748	59573
2121	143818	59506
2122	143890	59440
2123	143960	59373
2124	144030	59306
2125	144098	59238
2126	144165	59170
2127	144233	59103
2128	144302	59036
2129	144362	58964
2130	144437	58899
2131	144505	58832
2132	144566	58762
2133	144632	58693
2134	144694	58623
2135	144750	58550
2136	144826	58486
2137	144899	58420
2138	144968	58353
2139	145027	58281
2140	145087	58211
2141	145153	58142
2142	145223	58075
2143	145291	58008
2144	145361	57941
2145	145430	57874
2146	145500	57807
2147	145564	57738
2148	145627	57668
2149	145700	57602
2150	145764	57533
2151	145836	57467
2152	145903	57399
2153	145985	57336
2154	146049	57267
2155	146109	57196
2156	146188	57133
2157	146266	57069
2158	146335	57002
2159	146402	56934
2160	146474	56868
2161	146551	56803
2162	146630	56740
2163	146713	56678
2164	146778	56609
2165	146842	56540
2166	146905	56470
2167	146968	56401
2168	147039	56334
2169	147118	56270
2170	147196	56207
2171	147261	56138
2172	147334	56072
2173	147408	56006
2174	147484	55942
2175	147553	55875
2176	147636	55812
2177	147700	55743
2178	147762	55673
2179	147830	55605
2180	147896	55537
2181	147966	55470
2182	148034	55402
2183	148100	55334
2184	148177	55269
2185	148248	55203
2186	148311	55133
2187	148378	55065
2188	148446	54997
2189	148508	54927
2190	148571	54858
2191	148632	54787
2192	148696	54718
2193	148758	54648
2194	148835	54584
2195	148906	54517
2196	148972	54449
2197	149039	54380
2198	149102	54311
2199	149180	54247
2200	149263	54184
2201	149332	54117
2202	149401	54050
2203	149466	53981
2204	149527	53911
2205	149591	53842
2206	149662	53775
2207	149732	53708
2208	149796	53639
2209	149863	53571
2210	149935	53504
2211	150003	53436
2212	150077	53371
2213	150144	53303
2214	150213	53236
2215	150276	53166
2216	150346	53099
2217	150418	53033
2218	150490	52966
2219	150564	52901
2220	150638	52835
2221	150700	52765
2222	150764	52696
2223	150831	52628
2224	150898	52560
2225	150970	52493
2226	151051	52430
2227	151125	52364
2228	151201	52299
2229	151268	52231
2230	151331	52162
2231	151397	52093
2232	151470	52027
2233	151532	51957
2234	151601	51890
2235	151665	51821
2236	151732	51753
2237	151801	51685
2238	151867	51617
2239	151933	51548
2240	151999	51480
2241	152066	51412
2242	152130	51343
2243	152204	51277
2244	152270	51208
2245	152334	51139
2246	152396	51070
2247	152465	51002
2248	152532	50934
2249	152601	50867
2250	152671	50800
2251	152737	50731
2252	152800	50662
2253	152868	50594
2254	152926	50523
2255	152992	50455
2256	153055	50385
2257	153119	50316
2258	153218	50258
2259	153283	50190
2260	153347	50121
2261	153420	50054
2262	153490	49987
2263	153552	49917
2264	153616	49849
2265	153682	49780
2266	153754	49714
2267	153830	49649
2268	153897	49581
2269	153957	49510
2270	154025	49442
2271	154110	49380
2272	154184	49314
2273	154252	49246
2274	154319	49178
2275	154395	49113
2276	154479	49050
2277	154546	48982
2278	154611	48913
2279	154678	48845
2280	154744	48777
2281	154808	48708
2282	154873	48639
2283	154942	48572
2284	155007	48503
2285	155073	48435
2286	155135	48365
2287	155200	48296
2288	155279	48232
2289	155357	48167
2290	155430	48101
2291	155508	48036
2292	155587	47972
2293	155674	47910
2294	155747	47843
2295	155822	47778
2296	155880	47707
2297	155944	47638
2298	156011	47570
2299	156066	47498
2300	156133	47430
2301	156199	47362
2302	156281	47298
2303	156355	47232
2304	156424	47164
2305	156500	47099
2306	156574	47033
2307	156656	46969
2308	156732	46904
2309	156811	46839
2310	156879	46771
2311	156943	46703
2312	157009	46634
2313	157075	46566
2314	157173	46507
2315	157254	46442
2316	157332	46377
2317	157401	46310
2318	157470	46242
2319	157551	46178
2320	157618	46110
2321	157687	46043
2322	157749	45973
2323	157820	45906
2324	157888	45838
2325	157960	45771
2326	158026	45703
2327	158108	45639
2328	158191	45575
2329	158264	45509
2330	158346	45445
2331	158424	45380
2332	158506	45316
2333	158574	45248
2334	158643	45181
2335	158710	45112
2336	158778	45044
2337	158858	44980
2338	158928	44913
2339	159005	44847
2340	159079	44781
2341	159153	44715
2342	159228	44649
2343	159298	44581
2344	159381	44517
2345	159445	44449
2346	159517	44382
2347	159596	44317
2348	159674	44252
2349	159767	44190
2350	159843	44125
2351	159913	44057
2352	159978	43988
2353	160053	43922
2354	160131	43857
2355	160215	43793
2356	160291	43728
2357	160369	43663
2358	160441	43596
2359	160511	43528
2360	160590	43463
2361	160657	43395
2362	160727	43327
2363	160794	43259
2364	160854	43189
2365	160924	43121
2366	161004	43057
2367	161081	42991
2368	161160	42926
2369	161237	42860
2370	161317	42795
2371	161388	42728
2372	161464	42662
2373	161536	42595
2374	161623	42532
2375	161690	42464
2376	161764	42397
2377	161840	42331
2378	161927	42268
2379	162018	42206
2380	162086	42138
2381	162154	42070
2382	162224	42002
2383	162290	41934
2384	162385	41872
2385	162460	41806
2386	162532	41739
2387	162604	41672
2388	162683	41607
2389	162756	41540
2390	162835	41475
2391	162908	41408
2392	162982	41341
2393	163054	41274
2394	163123	41206
2395	163201	41141
2396	163282	41075
2397	163358	41010
2398	163429	40942
2399	163510	40877
2400	163576	40808
2401	163638	40739
2402	163704	40670
2403	163776	40603
2404	163851	40537
2405	163932	40472
2406	164001	40404
2407	164085	40339
2408	164175	40277
2409	164247	40210
2410	164315	40141
2411	164392	40075
2412	164470	40010
2413	164541	39942
2414	164607	39873
2415	164674	39805
2416	164741	39737
2417	164814	39669
2418	164888	39603
2419	164956	39535
2420	165021	39466
2421	165081	39395
2422	165151	39328
2423	165229	39262
2424	165290	39192
2425	165365	39126
2426	165434	39058
2427	165503	38990
2428	165570	38921
2429	165641	38854
2430	165705	38785
2431	165777	38717
2432	165845	38649
2433	165912	38581
2434	165986	38514
2435	166052	38445
2436	166119	38377
2437	166191	38309
2438	166272	38244
2439	166342	38177
2440	166419	38110
2441	166491	38043
2442	166556	37974
2443	166635	37908
2444	166705	37841
2445	166774	37773
2446	166846	37705
2447	166915	37637
2448	166990	37571
2449	167066	37504
2450	167133	37436
2451	167197	37367
2452	167286	37303
2453	167354	37235
2454	167418	37166
2455	167478	37096
2456	167545	37027
2457	167621	36961
2458	167692	36893
2459	167760	36825
2460	167833	36758
2461	167896	36689
2462	167961	36620
2463	168027	36551
2464	168088	36481
2465	168158	36413
2466	168228	36346
2467	168289	36276
2468	168350	36206
2469	168442	36143
2470	168516	36076
2471	168595	36010
2472	168660	35941
2473	168731	35874
2474	168798	35805
2475	168867	35737
2476	168930	35668
2477	168996	35599
2478	169056	35529
2479	169127	35462
2480	169197	35394
2481	169265	35326
2482	169329	35257
2483	169387	35186
2484	169453	35118
2485	169516	35048
2486	169579	34979
2487	169648	34911
2488	169712	34842
2489	169776	34773
2490	169847	34705
2491	169912	34637
2492	169996	34571
2493	170057	34502
2494	170125	34434
2495	170190	34365
2496	170258	34297
2497	170329	34229
2498	170388	34159
2499	170483	34096
2500	170547	34027
2501	170652	33966
2502	170718	33898
2503	170786	33829
2504	170862	33763
2505	170929	33694
2506	170996	33626
2507	171058	33557
2508	171130	33489
2509	171195	33420
2510	171253	33350
2511	171316	33281
2512	171382	33212
2513	171448	33144
2514	171511	33074
2515	171581	33006
2516	171653	32939
2517	171709	32868
2518	171775	32800
2519	171831	32729
2520	171898	32661
2521	171964	32592
2522	172032	32524
2523	172101	32456
2524	172171	32388
2525	172244	32321
2526	172304	32251
2527	172359	32181
2528	172426	32112
2529	172499	32045
2530	172566	31976
2531	172637	31909
2532	172709	31841
2533	172775	31773
2534	172840	31704
2535	172910	31636
2536	172980	31568
2537	173048	31500
2538	173114	31431
2539	173180	31363
2540	173237	31293
2541	173295	31223
2542	173365	31155
2543	173427	31086
2544	173490	31016
2545	173555	30948
2546	173621	30879
2547	173685	30810
2548	173754	30742
2549	173816	30673
2550	173883	30605
2551	173959	30538
2552	174028	30470
2553	174086	30400
2554	174155	30332
2555	174216	30262
2556	174281	30194
2557	174355	30127
2558	174450	30063
2559	174509	29993
2560	174574	29925
2561	174640	29856
2562	174711	29788
2563	174796	29723
2564	174866	29655
2565	174936	29587
2566	174995	29518
2567	175063	29449
2568	175128	29381
2569	175192	29312
2570	175260	29244
2571	175332	29176
2572	175412	29110
2573	175479	29042
2574	175545	28973
2575	175611	28904
2576	175672	28835
2577	175741	28767
2578	175810	28699
2579	175874	28630
2580	175942	28562
2581	176007	28493
2582	176076	28425
2583	176146	28357
2584	176213	28289
2585	176282	28221
2586	176353	28153
2587	176425	28086
2588	176509	28020
2589	176564	27950
2590	176631	27881
2591	176713	27815
2592	176776	27747
2593	176846	27679
2594	176919	27611
2595	176984	27543
2596	177032	27471
2597	177103	27403
2598	177167	27335
2599	177235	27266
2600	177304	27198
2601	177364	27129
2602	177436	27061
2603	177503	26993
2604	177571	26925
2605	177646	26858
2606	177708	26789
2607	177773	26720
2608	177841	26652
2609	177912	26584
2610	177978	26516
2611	178038	26446
2612	178108	26378
2613	178168	26309
2614	178236	26241
2615	178300	26172
2616	178370	26104
2617	178434	26035
2618	178504	25967
2619	178574	25900
2620	178644	25832
2621	178715	25764
2622	178782	25696
2623	178865	25630
2624	178932	25561
2625	179001	25493
2626	179071	25425
2627	179143	25358
2628	179210	25289
2629	179272	25220
2630	179334	25151
2631	179396	25082
2632	179460	25014
2633	179518	24944
2634	179584	24876
2635	179656	24808
2636	179730	24741
2637	179803	24673
2638	179873	24605
2639	179941	24537
2640	180002	24468
2641	180067	24399
2642	180141	24332
2643	180208	24264
2644	180272	24195
2645	180333	24126
2646	180401	24058
2647	180465	23989
2648	180533	23921
2649	180599	23852
2650	180657	23783
2651	180718	23714
2652	180782	23645
2653	180852	23577
2654	180921	23509
2655	180994	23442
2656	181054	23372
2657	181114	23303
2658	181170	23233
2659	181254	23167
2660	181317	23099
2661	181391	23031
2662	181460	22963
2663	181531	22895
2664	181600	22827
2665	181674	22760
2666	181744	22692
2667	181810	22624
2668	181896	22558
2669	181956	22488
2670	182017	22420
2671	182077	22350
2672	182138	22281
2673	182200	22212
2674	182267	22144
2675	182330	22075
2676	182391	22006
2677	182464	21939
2678	182531	21871
2679	182595	21802
2680	182661	21734
2681	182727	21665
2682	182799	21597
2683	182859	21528
2684	182918	21459
2685	182975	21390
2686	183039	21321
2687	183097	21252
2688	183157	21183
2689	183225	21115
2690	183293	21047
2691	183365	20979
2692	183449	20913
2693	183521	20845
2694	183592	20777
2695	183657	20709
2696	183724	20640
2697	183791	20572
2698	183858	20504
2699	183935	20437
2700	183999	20368
2701	184072	20301
2702	184147	20233
2703	184209	20164
2704	184273	20096
2705	184339	20027
2706	184410	19960
2707	184480	19892
2708	184542	19823
2709	184607	19755
2710	184668	19686
2711	184732	19617
2712	184799	19549
2713	184858	19480
2714	184933	19412
2715	185000	19344
2716	185069	19276
2717	185141	19208
2718	185201	19139
2719	185269	19071
2720	185334	19003
2721	185417	18936
2722	185486	18868
2723	185571	18802
2724	185642	18734
2725	185714	18666
2726	185782	18598
2727	185850	18530
2728	185919	18462
2729	185981	18393
2730	186047	18325
2731	186111	18256
2732	186174	18188
2733	186239	18119
2734	186308	18051
2735	186379	17983
2736	186443	17915
2737	186515	17847
2738	186581	17779
2739	186646	17711
2740	186716	17643
2741	186779	17574
2742	186856	17507
2743	186927	17439
2744	186991	17370
2745	187054	17302
2746	187134	17235
2747	187212	17167
2748	187282	17099
2749	187343	17031
2750	187413	16963
2751	187479	16894
2752	187539	16826
2753	187607	16757
2754	187671	16689
2755	187747	16622
2756	187816	16554
2757	187888	16486
2758	187962	16418
2759	188032	16350
2760	188103	16282
2761	188167	16214
2762	188235	16146
2763	188300	16077
2764	188370	16009
2765	188437	15941
2766	188519	15874
2767	188590	15806
2768	188661	15738
2769	188732	15670
2770	188795	15602
2771	188869	15534
2772	188940	15466
2773	189013	15399
2774	189083	15331
2775	189157	15263
2776	189219	15194
2777	189291	15126
2778	189370	15059
2779	189434	14991
2780	189500	14922
2781	189564	14854
2782	189632	14786
2783	189692	14717
2784	189763	14649
2785	189826	14581
2786	189903	14513
2787	189991	14446
2788	190057	14378
2789	190119	14310
2790	190198	14242
2791	190268	14174
2792	190340	14106
2793	190406	14038
2794	190474	13970
2795	190545	13902
2796	190623	13834
2797	190680	13766
2798	190749	13697
2799	190819	13629
2800	190894	13562
2801	190966	13494
2802	191035	13426
2803	191111	13358
2804	191195	13291
2805	191265	13223
2806	191351	13156
2807	191419	13088
2808	191487	13020
2809	191554	12952
2810	191627	12884
2811	191698	12816
2812	191773	12748
2813	191841	12680
2814	191912	12612
2815	191975	12543
2816	192045	12475
2817	192140	12409
2818	192220	12341
2819	192288	12273
2820	192367	12206
2821	192439	12138
2822	192508	12070
2823	192580	12002
2824	192645	11933
2825	192708	11865
2826	192776	11797
2827	192847	11729
2828	192930	11661
2829	193000	11593
2830	193069	11525
2831	193139	11457
2832	193219	11389
2833	193295	11322
2834	193387	11255
2835	193471	11188
2836	193543	11120
2837	193616	11052
2838	193685	10983
2839	193756	10915
2840	193821	10847
2841	193894	10779
2842	193965	10711
2843	194046	10643
2844	194109	10575
2845	194172	10506
2846	194248	10439
2847	194338	10371
2848	194414	10304
2849	194485	10236
2850	194559	10168
2851	194622	10099
2852	194695	10031
2853	194774	9963
2854	194848	9895
2855	194918	9827
2856	194993	9759
2857	195072	9692
2858	195145	9624
2859	195216	9556
2860	195283	9487
2861	195354	9419
2862	195428	9351
2863	195496	9283
2864	195561	9214
2865	195625	9146
2866	195690	9078
2867	195755	9009
2868	195824	8941
2869	195910	8873
2870	195981	8805
2871	196053	8737
2872	196119	8669
2873	196189	8601
2874	196259	8533
2875	196332	8464
2876	196411	8397
2877	196512	8330
2878	196572	8261
2879	196645	8193
2880	196710	8125
2881	196774	8056
2882	196847	7988
2883	196932	7921
2884	196999	7852
2885	197065	7784
2886	197130	7715
2887	197199	7647
2888	197266	7579
2889	197335	7511
2890	197400	7442
2891	197465	7374
2892	197532	7305
2893	197598	7237
2894	197683	7169
2895	197744	7101
2896	197807	7032
2897	197878	6964
2898	197948	6896
2899	198028	6828
2900	198108	6760
2901	198174	6692
2902	198245	6624
2903	198309	6555
2904	198370	6487
2905	198440	6418
2906	198502	6350
2907	198570	6282
2908	198644	6214
2909	198714	6145
2910	198775	6077
2911	198836	6008
2912	198903	5940
2913	198974	5872
2914	199038	5803
2915	199104	5735
2916	199166	5667
2917	199243	5599
2918	199306	5530
2919	199372	5462
2920	199437	5393
2921	199507	5325
2922	199570	5257
2923	199630	5188
2924	199697	5120
2925	199767	5052
2926	199834	4983
2927	199897	4915
2928	199969	4847
2929	200035	4779
2930	200101	4710
2931	200167	4642
2932	200238	4574
2933	200298	4505
2934	200370	4437
2935	200437	4369
2936	200500	4300
2937	200566	4232
2938	200627	4164
2939	200691	4095
2940	200760	4027
2941	200840	3959
2942	200907	3891
2943	200971	3822
2944	201043	3754
2945	201103	3686
2946	201164	3617
2947	201238	3549
2948	201299	3481
2949	201364	3412
2950	201431	3344
2951	201502	3276
2952	201584	3208
2953	201667	3140
2954	201731	3072
2955	201813	3003
2956	201886	2935
2957	201954	2867
2958	202025	2799
2959	202093	2730
2960	202169	2662
2961	202233	2594
2962	202296	2526
2963	202369	2457
2964	202432	2389
2965	202488	2321
2966	202549	2252
2967	202616	2184
2968	202679	2116
2969	202745	2047
2970	202808	1979
2971	202873	1911
2972	202953	1843
2973	203040	1775
2974	203108	1706
2975	203176	1638
2976	203241	1570
2977	203310	1501
2978	203390	1433
2979	203456	1365
2980	203529	1297
2981	203604	1229
2982	203676	1160
2983	203742	1092
2984	203811	1024
2985	203874	955
2986	203944	887
2987	204017	819
2988	204086	751
2989	204145	682
2990	204211	614
2991	204280	546
2992	204350	477
2993	204417	409
2994	204487	341
2995	204559	273
2996	204630	204
2997	204697	136
2998	204770	68
2999	204842	0
